	query	text	user	date	hashtags	likes	retweets	url	score
18	biden	RT @84827b93-d271-522f-a4e8-89bbe4bf7f7a: @9d502cc7-ec2a-5029-9725-f8c305c30dbd @a3be429e-a65b-5c6e-922f-a27392d62060 @305ddbcd-8312-5221-91af-9e7a2ffe7a2c @055a02a3-cb5a-571b-9847-fecb6cda7bc4 @da2d3683-b9ac-568a-b634-3a17b6e39b26 President Trump did everything Biden was against. During the Ob…	305ddbcd-8312-5221-91af-9e7a2ffe7a2c	Sat Nov 21 15:24:19 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330170183948832771	164.9813690185547
19	biden	@5abc481c-0f2a-5f23-88e1-cd3913c9af2d @002c4e55-6d23-5237-a03d-e0a3140fc560 #TRUMP #WON #it’s #JOE #BIDEN #Who #REFUSES #TO #CONCEDE #AFTER #MASSIVE #VOTER… https://t.co/oclgCXOoQF	799d6377-a628-5971-9069-179cfd45845c	Sat Nov 21 16:05:57 +0000 2020	['TRUMP', 'WON', 'it', 'JOE', 'BIDEN', 'Who', 'REFUSES', 'TO', 'CONCEDE', 'AFTER', 'MASSIVE', 'VOTER']	0	0	https://twitter.com/i/web/status/1330180661022494726	163.1434326171875
0	lockdown	But we on lockdown 😫	0080054d-81a0-5f50-84d2-3173a3890563	Sat Nov 21 14:39:46 +0000 2020	[]	3	0	https://twitter.com/i/web/status/1330158970540003330	262.5784912109375
1	lockdown	"RT @3e121c45-c5d7-54fe-8317-3839f15102d5: primo lockdown: cantare dal balcone

secondo lockdown: gettarsi dal balcone"	e041b2da-f70a-532e-8d84-de47d6f4b006	Sat Nov 21 15:08:51 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166290925953029	262.5784912109375
2	lockdown	Lockdown	a7c01af5-378f-57b9-b8c6-b5c6e76aabc4	Sat Nov 21 14:45:26 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330160396527874049	262.5784912109375
3	lockdown	RT @e4c3ce7f-a8b1-5a20-aa3d-ea6c9b61771c: Before Lockdown     |  After Lockdown https://t.co/ZgxVb2BS34	105d04a9-9efc-5589-b079-29ffbbded72e	Sat Nov 21 15:05:25 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330165424655364098	262.5784912109375
4	lockdown	same pero it’s lockdown	70caab55-f3aa-5379-90c2-354bc26361f4	Sat Nov 21 16:16:31 +0000 2020	[]	34	7	https://twitter.com/i/web/status/1330183318067884036	262.5784912109375
5	lockdown	@ec726953-9e56-5aa0-837d-e5eb279379c4 @adc5dbe1-43d0-50db-a03a-d0c5e18f1446 Lockdown	3651dece-03e8-5e57-94d1-0c65ea37376d	Sat Nov 21 14:55:40 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330162973982269447	262.5784912109375
6	lockdown	RT @d1d11c42-4542-57d9-8a63-4a7a0ff6e97d: Lockdown boredom.... https://t.co/eckoLg3mtx	f29463cc-9be5-55e8-b07b-eed6e4d552c9	Sat Nov 21 16:13:15 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330182495372009474	262.5784912109375
7	lockdown	Oggi jihoon lockdown  https://t.co/W3TJmqghAj	80b2ed28-6f20-58ea-aa9d-f3ba40b453af	Sat Nov 21 15:18:47 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330168790622068741	262.5784912109375
8	lockdown	JIHOON LOCKDOWN TOO YUP@0f511b46-e580-57bd-9efa-785a26130078	d44a6cbc-43c1-5498-876e-e2e800f8fc29	Sat Nov 21 15:01:18 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164388410626051	262.5784912109375
9	lockdown	"RT @3e121c45-c5d7-54fe-8317-3839f15102d5: primo lockdown: cantare dal balcone

secondo lockdown: gettarsi dal balcone"	1e280531-4763-5300-acc2-bca8ef11fc1e	Sat Nov 21 15:09:54 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166553912991749	262.5784912109375
10	lockdown	"RT @3e121c45-c5d7-54fe-8317-3839f15102d5: primo lockdown: cantare dal balcone

secondo lockdown: gettarsi dal balcone"	3fb317fc-0b16-5d4a-bcb6-e9dacbdaa7fd	Sat Nov 21 16:21:34 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330184589105631235	262.5784912109375
11	lockdown	RT @5d3cf535-827e-5b18-b29f-b4c3094d1258: Before Lockdown     |  After Lockdown https://t.co/179VjyHBxU	edd716d9-9162-58f4-a339-42e11af29ec7	Sat Nov 21 15:28:57 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330171348249931777	262.5784912109375
12	lockdown	RT @e4c3ce7f-a8b1-5a20-aa3d-ea6c9b61771c: Before Lockdown     |  After Lockdown https://t.co/ZgxVb2BS34	3506290b-c468-516b-8441-2a5a586c060c	Sat Nov 21 15:07:37 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330165980979466240	262.5784912109375
13	lockdown	lockdown nanaman 🙃	f98f44c2-4ee3-5ac0-9b22-bd00804a7f48	Sat Nov 21 15:09:57 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166567766732802	262.5784912109375
14	lockdown	nablus is on lockdown?	94067246-2558-55af-824d-844bd6122a89	Sat Nov 21 15:48:17 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330176213139263489	262.5784912109375
15	lockdown	RT @d1d11c42-4542-57d9-8a63-4a7a0ff6e97d: Lockdown boredom.... https://t.co/eckoLg3mtx	074d8a74-267f-5179-9dfe-394895dc0e31	Sat Nov 21 15:58:47 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330178856452558848	262.5784912109375
16	lockdown	Oi Oi.....on the lockdown lash 🍻 https://t.co/DoM6Rng5wg	3c6e6fcb-9d86-5d62-99cd-c3d94c506609	Sat Nov 21 14:45:31 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330160417256173573	262.5784912109375
17	lockdown	@2bb92aca-7046-5cd8-a127-047cdae7f5a1 i had it before the lockdown.	e0de0f74-f06a-5d36-b845-9a61041bad6e	Sat Nov 21 15:42:46 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330174826858885124	262.5784912109375
18	lockdown	RT @c08c319f-00e4-51eb-a4df-6ac2658f057e: Lockdown in Adalaide😢 https://t.co/tAmgo0z0Kn	b0263c78-6b99-59e8-b573-1fcd915ff5fa	Sat Nov 21 15:09:01 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166333552664578	262.5784912109375
19	lockdown	@c224c7df-b58c-5b1b-bfba-8e34793e5347 Lockdown laga do	f7e68c10-5bac-5f3f-9113-961aedf22ca3	Sat Nov 21 15:19:01 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330168849371713543	262.5784912109375
0	ball	Balling!!	d4d7e544-9b1b-577b-813d-66404637e6e1	Sat Nov 21 15:13:10 +0000 2020	[]	101933	16679	https://twitter.com/i/web/status/1330167374524379137	11.080595016479492
1	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	099ab58f-e71c-5cb1-bf7f-9ab09b0cf780	Sat Nov 21 15:22:06 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330169626416787457	9.620186805725098
2	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	58dff800-818e-5e93-a18d-abf8b11a14fc	Sat Nov 21 15:31:28 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330171981199761409	9.620186805725098
3	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	80045fb9-2d88-5c36-84e0-c5482f3dc5ae	Sat Nov 21 15:56:31 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330178286312419341	9.620186805725098
4	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	da36612e-c822-5f0f-a42b-dbc7766eda39	Sat Nov 21 15:21:00 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330169347000705024	9.620186805725098
5	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	63df3620-4206-5e16-ad1a-d4f7ed1f1244	Sat Nov 21 14:49:04 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330161310810730499	9.620186805725098
6	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	ade3911b-3fbf-5374-9e2d-b2d364ccb6ab	Sat Nov 21 15:36:45 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330173311834320900	9.620186805725098
7	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	854df249-40ac-5840-beb7-f05aeff96a60	Sat Nov 21 15:52:58 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330177393219219459	9.620186805725098
8	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	bb9dd1c4-9153-5fdd-8ad6-94ab76ef465f	Sat Nov 21 14:45:44 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330160474340679683	9.620186805725098
9	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	5fac4c59-6405-56c6-9cf1-c9d391d2a590	Sat Nov 21 15:02:21 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164653901623300	9.620186805725098
10	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	54505f64-d3a5-58a5-bf2e-f94a6d00c8a3	Sat Nov 21 15:02:21 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164653968777217	9.620186805725098
11	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	521bf970-3f8d-5c8e-abaf-5d89cd2c98b0	Sat Nov 21 15:05:36 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330165472847949825	9.620186805725098
12	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	36e0a0c9-a789-50ec-a86b-227f8e7e3d17	Sat Nov 21 15:31:10 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330171906880888833	9.620186805725098
13	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	79883318-68c5-5348-8afe-ddfebea500ea	Sat Nov 21 15:06:33 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330165710652321793	9.620186805725098
14	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	5d16765e-e88e-56d4-b535-e46003c3f32a	Sat Nov 21 14:38:33 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330158664741752842	9.620186805725098
15	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	e232a8c8-21a1-5602-8687-c59898c5a5c2	Sat Nov 21 14:38:47 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330158722560233476	9.620186805725098
16	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	e07b299a-12f8-54ce-8520-8e9745a8a271	Sat Nov 21 16:13:05 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330182456826359814	9.620186805725098
17	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	13cd8db1-6a0e-5aa7-987c-6131ba29c63b	Sat Nov 21 16:19:14 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330184002377035776	9.620186805725098
18	ball	RT @06176ee9-eb94-5993-b044-d5c8742424e5: if you can smell your own balls that means you have corona virus . bad news for all you Stupid mother fuckers on here	712c06ec-6eed-5eec-8bc0-35ddf11a9075	Sat Nov 21 15:01:01 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164319598866441	9.620186805725098
19	ball	And 8 balls	df96e810-4302-5b80-908d-9e18da5279d4	Sat Nov 21 15:48:20 +0000 2020	[]	85	4	https://twitter.com/i/web/status/1330176227940970504	7.717004776000977
0	when will we have a vaccine?	RT @82fb6f2b-dfed-598d-87a4-0bed65229dd7: @a8b64e78-3951-5a99-8618-2f458b10c700 @e63715ca-b4ec-5636-ace6-a24a29d8d3d1 Will you take the vaccine?? #coronavirus #vaccination #vaccinate #Vaccin https://t.co/pLGqDHco…	a8b64e78-3951-5a99-8618-2f458b10c700	Sat Nov 21 16:09:32 +0000 2020	['coronavirus', 'vaccination', 'vaccinate', 'Vaccin']	0	0	https://twitter.com/i/web/status/1330181559614369793	279.90618896484375
1	when will we have a vaccine?	RT @fc65d174-c41c-5e30-a4c5-69d86765c0b3: It's the Dolly vaccine!	c7383ca3-d026-5d6b-b32f-b766de36d08a	Sat Nov 21 15:19:56 +0000 2020	[]	13620	884	https://twitter.com/i/web/status/1330169079869689865	237.4742889404297
2	when will we have a vaccine?	there is no vaccine for stupidity	d1e41328-ddc3-5f24-9d37-465435ad9224	Sat Nov 21 14:46:39 +0000 2020	[]	15846	4360	https://twitter.com/i/web/status/1330160704784125952	208.71353149414062
3	when will we have a vaccine?	New vaccine for the #ouighurs	ca5d1a7c-3303-5fa0-b7b9-c0870f3d7c47	Sat Nov 21 14:44:16 +0000 2020	['ouighurs']	8	2	https://twitter.com/i/web/status/1330160103388016648	202.08273315429688
4	when will we have a vaccine?	Covid vaccines?	2fa2cd94-e574-5e50-a949-cb1f659f9e3e	Sat Nov 21 14:52:20 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330162132441325574	191.5323486328125
5	when will we have a vaccine?	@82f35ad6-c914-572c-919b-26536f44cff9 @1b69d13a-79d4-55af-b8e1-10dbdc6432f4 @c195b899-669f-51e0-8926-525ceb402588 This vaccine has different circumstances than any other vaccine you've gott… https://t.co/7jD08x9Rg7	b8c8c36b-69ce-5ab6-9c00-1df64beddfb1	Sat Nov 21 15:03:28 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164936174161923	167.32852172851562
6	when will we have a vaccine?	COVID vaccine politics https://t.co/yVXaWx8cXe #vaccines #healthcare #CoronaVaccine	61105255-7b4a-5bca-b310-df3d6093dca3	Sat Nov 21 16:00:00 +0000 2020	['vaccines', 'healthcare', 'CoronaVaccine']	0	0	https://twitter.com/i/web/status/1330179161755971584	167.3209228515625
7	when will we have a vaccine?	The coronavirus vaccine should be free	4028cd22-e757-516b-8e52-12c893d55549	Sat Nov 21 15:42:45 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330174819678248962	165.43055725097656
8	when will we have a vaccine?	"Vaccine’s use of feral cells?

https://t.co/sXMOsFEKW6"	0316271e-4530-510b-b8d9-1d48cdb5da26	Sat Nov 21 16:08:18 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330181250024427523	162.60220336914062
9	when will we have a vaccine?	Make a case for the Vaccine🙄	770d5b00-6e23-5111-b923-4bd210799f48	Sat Nov 21 15:35:40 +0000 2020	[]	1	1	https://twitter.com/i/web/status/1330173037514280961	159.60679626464844
10	when will we have a vaccine?	Give Us the Vaccine Now!!!!!!	a9d5e123-4937-52b6-a0f6-04e52b71c7bc	Sat Nov 21 15:08:58 +0000 2020	[]	3112	619	https://twitter.com/i/web/status/1330166321259089921	156.1336669921875
11	when will we have a vaccine?	Everyone should be getting a monthly $1500 until the vaccine!	60bd549a-8df9-5bb7-8d59-d5d671602cb3	Sat Nov 21 16:17:51 +0000 2020	[]	47515	9390	https://twitter.com/i/web/status/1330183652421083152	149.82833862304688
12	when will we have a vaccine?	RT @3984b2b7-6fff-5091-a0b2-4560984ac79e: The #ibiza #lockdown #vaccine alternative ⁦@17893e5f-02c3-5237-ac04-32351f503448⁩ ⁦@875f3503-4900-5c92-99e3-db823a05f906⁩ ⁦⁦@e45f4497-b9f1-5c4e-938e-d3183ef93155⁩  https://t.co/nfga6eD…	db5d6c1f-4de9-5acb-a1c6-463e7e48ab96	Sat Nov 21 15:54:03 +0000 2020	['ibiza', 'lockdown', 'vaccine']	0	0	https://twitter.com/i/web/status/1330177666767597570	148.21714782714844
13	when will we have a vaccine?	RT @0fdc2eaa-7f69-5de9-8240-eeaa9c7f5650: @bef9eba4-763f-5395-867d-83658489558b @05005c99-d4e8-5e10-b320-3627d57e6f1a Harold and Kumar Distribute The Covid Vaccine	1015cc11-05aa-54e3-9261-24b1566aae1a	Sat Nov 21 16:10:37 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330181833070358532	146.57559204101562
14	when will we have a vaccine?	"@599eaf25-c27b-5d9d-a308-bb4a739931fb @2fd0d431-13a7-5ec4-81a1-01d22acf998b Vaxart working on pill vaccine 
https://t.co/VmiwHyM0NS"	4086563a-3f7e-5008-9652-134badc190c0	Sat Nov 21 14:48:54 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330161268259479554	145.53353881835938
15	when will we have a vaccine?	RT @edd0ee4a-a16b-521a-bcff-bb6bdb5f06e4: Harold and Kumar distribute the COVID-19 vaccine	b53e48e9-e5a8-5ac0-97b4-1bb8bdde45d6	Sat Nov 21 15:50:46 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330176836643540994	145.36444091796875
16	when will we have a vaccine?	@c7d46200-5c6f-52f0-a884-a5a2fb84aac0 Just one of the ingredients in the Covid vaccine 😱!	37a49eb4-65aa-597d-a7c4-7b426f828187	Sat Nov 21 14:59:55 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164042640601088	142.90333557128906
17	when will we have a vaccine?	RT @256d4b5a-b5fa-579e-8f3e-b06f469b6895: I won't be getting the vaccine https://t.co/ofnhBSMwN1	256d4b5a-b5fa-579e-8f3e-b06f469b6895	Sat Nov 21 15:50:41 +0000 2020	[]	237	67	https://twitter.com/i/web/status/1330176819329454080	142.70339965820312
18	when will we have a vaccine?	RT @256d4b5a-b5fa-579e-8f3e-b06f469b6895: I won't be getting the vaccine https://t.co/ofnhBSMwN1	e79e24c5-96dc-55ce-b195-e0504a747916	Sat Nov 21 14:52:16 +0000 2020	[]	233	67	https://twitter.com/i/web/status/1330162114737147909	142.70339965820312
19	when will we have a vaccine?	"Is the coronavirus vaccine safe?

https://t.co/MVCpIXpo5j"	9e563418-7ddd-5e0b-80dd-fcdd69944af2	Sat Nov 21 15:01:16 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164380521164804	142.45928955078125
0	has Trump passed the covid?	RT @39aa4474-1fdb-5494-9cb6-6f3ff31545d3: Seems the only test that the Trumps can pass is Covid.	190b5614-1033-5f76-913e-d2b070b1d701	Sat Nov 21 14:55:48 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330163004151902213	53.49407196044922
1	has Trump passed the covid?	RT @6b833672-1c07-5fea-a461-49e7fe5b153b: Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/2YtiQEOtMl	22b8b317-e4e7-5209-8748-2fdea51a3032	Sat Nov 21 16:11:49 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330182134129192966	45.70764923095703
2	has Trump passed the covid?	RT @6b833672-1c07-5fea-a461-49e7fe5b153b: Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/2YtiQEOtMl	4b9056eb-d1ea-5fbb-9d17-46559d2749af	Sat Nov 21 16:14:23 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330182780270108672	45.70764923095703
3	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/IeWGaLiTcd	3b88e2c0-25d9-520c-ae34-49ddca6fd8f1	Sat Nov 21 15:43:50 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330175094786830338	45.70764923095703
4	has Trump passed the covid?	"He is such a twat!

Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns

https://t.co/SWgkvSGJ2B"	f915dee7-357c-5e54-a9d9-772ec171ab80	Sat Nov 21 15:02:13 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164619554516993	45.70764923095703
5	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/YXU9HuuoKb	b9536c50-e733-58d8-baf5-03e5bce29062	Sat Nov 21 16:15:33 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330183075259699206	45.70764923095703
6	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/6dq624Wblg	f4e57bae-c213-5fc8-985c-57ed2d050acf	Sat Nov 21 15:57:38 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330178565422321669	45.70764923095703
7	has Trump passed the covid?	"RT @6742b4ff-8d01-5898-ae11-9ac67df72c3d: Rad. 

Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/5i5Vv0Oimw"	045125f2-b76e-5296-8cc0-6f1ae8db43c6	Sat Nov 21 15:11:10 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166872982089734	45.70764923095703
8	has Trump passed the covid?	"RT @6742b4ff-8d01-5898-ae11-9ac67df72c3d: Rad. 

Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/5i5Vv0Oimw"	dfd4c39d-661a-5903-b064-ee80ed767556	Sat Nov 21 14:32:07 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330157045149032454	45.70764923095703
9	has Trump passed the covid?	RT @2d18898e-1d59-566c-8da9-e67e963f3f2d: Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/5fr2tyXX16	0d34484b-84be-5be3-8f17-77eaf14b0b65	Sat Nov 21 15:04:28 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330165185475129344	45.70764923095703
10	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/ZedVDtL9Tx	5148e7d6-0256-5ad4-9f34-dfd8ab68e06b	Sat Nov 21 16:00:03 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330179173659373572	45.70764923095703
11	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/yeogNMoEkk	c67f2a72-e789-57c0-84da-f575c974d24b	Sat Nov 21 16:13:04 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330182451830927362	45.70764923095703
12	has Trump passed the covid?	"#😬
Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns

https://t.co/dlFrJNfPUs"	6831749c-4d93-5910-a75b-f742c7b65673	Sat Nov 21 15:01:19 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164393083105282	45.70764923095703
13	has Trump passed the covid?	"Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns

ooppsie😳"	eabfcedd-ebb9-58df-bf76-223889875eb7	Sat Nov 21 15:43:37 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330175037660336131	45.70764923095703
14	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns .... A euphemism for masturbation if… https://t.co/Mda3qxOE9F	93f41db6-73d5-58a8-9d2b-7ba07960d253	Sat Nov 21 15:56:37 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330178308881911816	42.05386734008789
15	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/km5xSIt07b Moron, I hop… https://t.co/yvDSVdHqWk	bc7fe6cd-3f40-513a-868f-32e85b2f314f	Sat Nov 21 15:03:23 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164914837741575	41.906471252441406
16	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/uEqpv8BriJ #SmartNews	e55f302a-3037-5398-8d80-bc17046b19f3	Sat Nov 21 15:21:08 +0000 2020	['SmartNews']	0	0	https://twitter.com/i/web/status/1330169380223803396	41.80851745605469
17	has Trump passed the covid?	That says it all.Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns https://t.co/s7D7hfmXWW	f3fdf0ac-5f05-5e41-bb5e-81cfed765cec	Sat Nov 21 14:29:51 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330156474316812291	41.79718017578125
18	has Trump passed the covid?	Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns.  I get it, I've been masturbating a… https://t.co/R3hADGkRTn	9503d92c-7909-5353-8a8f-24dedbbff647	Sat Nov 21 16:03:25 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330180021277913092	41.60825729370117
19	has Trump passed the covid?	"RT @ca130a1e-e467-5516-a003-d3a0c8be8ae5: Polishing symbols ""Donald Trump Jr says he will pass time in Covid isolation by cleaning his guns"" https://t.co/O0SkacLit7"	7079b4fb-deee-5145-a656-57708259069a	Sat Nov 21 15:13:15 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330167397483941894	41.450416564941406
0	where should i wear a mask?	Wear a mask.	e3d16a3a-2e4e-5157-bacb-a01bc0c1b407	Sat Nov 21 15:27:58 +0000 2020	[]	89	45	https://twitter.com/i/web/status/1330171101331283970	199.53277587890625
1	where should i wear a mask?	Wear a mask	a3ba6369-0ff5-59d3-9f42-13be915c96f9	Sat Nov 21 14:39:50 +0000 2020	[]	4371	1597	https://twitter.com/i/web/status/1330158989376688130	199.53277587890625
2	where should i wear a mask?	RT @cfd0a55c-379b-5486-ac1f-45b3bb7950d9: Wear a mask!  😷 https://t.co/XBh0d6ZmXm	95cd931f-9918-571c-93db-0499f9eb720d	Sat Nov 21 15:31:11 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330171911691755526	199.53277587890625
3	where should i wear a mask?	RT @a66d5e41-d502-5c59-bab5-ce09d0e21f3c: 😷🦠🇺🇸🦠😷Wear a mask 😷 https://t.co/BjhvicDmIL	f54ebd1e-655b-5142-9294-f40d65debf9c	Sat Nov 21 15:37:53 +0000 2020	[]	90	41	https://twitter.com/i/web/status/1330173595436392449	199.53277587890625
4	where should i wear a mask?	Wear a mask	9f6218e3-6403-5cb0-b8c7-78262a42750c	Sat Nov 21 15:28:03 +0000 2020	[]	76	20	https://twitter.com/i/web/status/1330171121812054016	199.53277587890625
5	where should i wear a mask?	"WeAR   A   MASK❗
https://t.co/BgqAprrCve"	a029ee21-0eba-525b-b576-d547408ebffa	Sat Nov 21 16:20:23 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330184293554016261	199.53277587890625
6	where should i wear a mask?	Just wear the mask.	ce8c4705-b764-5e70-b82d-df438ae78cae	Sat Nov 21 15:09:00 +0000 2020	[]	2	1	https://twitter.com/i/web/status/1330166326564950017	199.53277587890625
7	where should i wear a mask?	Wear your MASKS!	92151eb7-597d-5473-9816-a705631fa3ac	Sat Nov 21 16:12:54 +0000 2020	[]	1	0	https://twitter.com/i/web/status/1330182409334165506	199.53277587890625
8	where should i wear a mask?	Wear a mask!	332f434a-69d2-5b5f-86ac-554d152ff64a	Sat Nov 21 14:34:17 +0000 2020	[]	62	42	https://twitter.com/i/web/status/1330157589620023297	199.53277587890625
9	where should i wear a mask?	RT @6155ae60-2edc-5dcd-b9c9-a09465731907: MASKS WORK. WEAR A MASK.	7990f8f8-6d0a-51f1-8160-5297b78be83f	Sat Nov 21 15:34:40 +0000 2020	[]	2228	1043	https://twitter.com/i/web/status/1330172787701506050	165.60137939453125
